33,64,Magdalena
32,7,Waiter
31,73,Gerry
30,13,Martica
29,73,Ethel
28,37,Griselda
27,7,Gilli
26,59,Jeanie
25,67,Aviva
24,18,Vernice
23,25,Susan
22,26,Aharon
21,43,Nevins
20,64,Granthem
19,20,Krystalle
18,34,Eustacia
17,35,Yank
16,63,Lief
15,14,Chaddy
14,2,Godfree
13,44,Bucky
12,62,Marcile
11,19,Danni
10,73,Willdon
9,54,Vincents
8,9,Yetta
7,36,Benny
6,68,Layney
5,49,Damita
4,18,Gus
3,28,Salomone
2,60,Alard
1,11,Amelita
0,46,Sax
